larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high,23,chthamalus_dalli,r_bar,5.8472269445529115
high,23,limpets,r_bar,-0.04330168665372258
high,23,balanus_glandula,delta_cp,-2.4957858565076814
high,23,chthamalus_dalli,delta_cp,-2.2445429881292043
high,23,limpets,delta_cp,-0.10912887026546592
high,24,balanus_glandula,delta_0,2.01480775779268
high,24,chthamalus_dalli,delta_0,4.2086897165571795
high,24,limpets,delta_0,0.058632568490029735
high,24,balanus_glandula,delta_c,1.2814241676369311
high,24,chthamalus_dalli,delta_c,5.047210613649771
high,24,limpets,delta_c,-0.05821364149323305
high,24,balanus_glandula,delta_p,0.9362149366897403
high,24,chthamalus_dalli,delta_p,2.285046006043088
high,24,limpets,delta_p,0.019320376460153166
high,24,balanus_glandula,r_bar,0.4073376688219783
high,24,chthamalus_dalli,r_bar,3.1027057296445952
high,24,limpets,r_bar,-0.36727170699801714
high,24,balanus_glandula,delta_cp,-3.825109193297373
high,24,chthamalus_dalli,delta_cp,-8.438240606605442
high,24,limpets,delta_cp,-0.387011010454967
high,25,balanus_glandula,delta_0,1.637078677279375
high,25,chthamalus_dalli,delta_0,3.2105254926428772
high,25,limpets,delta_0,0.03856427423297748
high,25,balanus_glandula,delta_c,1.6727756207619566
high,25,chthamalus_dalli,delta_c,6.404448586880029
high,25,limpets,delta_c,-0.0010876125242551549
high,25,balanus_glandula,delta_p,1.3186387649514633
high,25,chthamalus_dalli,delta_p,2.3692576966394068
high,25,limpets,delta_p,0.01968641289751838
high,25,balanus_glandula,r_bar,0.9161955615323729
high,25,chthamalus_dalli,r_bar,3.0115335106703167
high,25,limpets,r_bar,-1.1803635184318346
high,25,balanus_glandula,delta_cp,-3.712297501460422
high,25,chthamalus_dalli,delta_cp,-8.972698265491996
high,25,limpets,delta_cp,-1.2375265930380754
high,26,balanus_glandula,delta_0,1.4860016196067587
high,26,chthamalus_dalli,delta_0,2.911052481347447
high,26,limpets,delta_0,0.02867993174572747
high,26,balanus_glandula,delta_c,1.2989152384139895
high,26,chthamalus_dalli,delta_c,2.5946165810058877
high,26,limpets,delta_c,-0.00962337195267926
high,26,balanus_glandula,delta_p,1.3212974389187866
high,26,chthamalus_dalli,delta_p,2.312413529581404
high,26,limpets,delta_p,0.019486525203396887
high,26,balanus_glandula,r_bar,1.4952397558914592
high,26,chthamalus_dalli,r_bar,6.089242639746065
high,26,limpets,r_bar,-0.004212957518779481
high,26,balanus_glandula,delta_cp,-2.6109745410480754
high,26,chthamalus_dalli,delta_cp,-1.7288399521886735
high,26,limpets,delta_cp,-0.04275604251522458
high,27,balanus_glandula,delta_0,1.3764220730959833
high,27,chthamalus_dalli,delta_0,2.875747778016717
high,27,limpets,delta_0,0.026746418931623772
high,27,balanus_glandula,delta_c,2.201971078777972
high,27,chthamalus_dalli,delta_c,2.4734119492378404
high,27,limpets,delta_c,0.02680705579048248
high,27,balanus_glandula,delta_p,1.2514521384185728
high,27,chthamalus_dalli,delta_p,3.432944337138831
high,27,limpets,delta_p,0.01925150499647832
high,27,balanus_glandula,r_bar,0.9371694173531235
high,27,chthamalus_dalli,r_bar,1.3510865400174827
high,27,limpets,r_bar,-0.034979342845157246
high,27,balanus_glandula,delta_cp,-3.892675872939405
high,27,chthamalus_dalli,delta_cp,-7.431017524375906
high,27,limpets,delta_cp,-0.10778432256374182
high,28,balanus_glandula,delta_0,1.7865201833329984
high,28,chthamalus_dalli,delta_0,3.315115015654734
high,28,limpets,delta_0,0.04221935081331263
high,28,balanus_glandula,delta_c,0.8478061862392325
high,28,chthamalus_dalli,delta_c,4.261189152928419
high,28,limpets,delta_c,0.005417306728227933
high,28,balanus_glandula,delta_p,1.320924728913349
high,28,chthamalus_dalli,delta_p,1.9897649663237733
high,28,limpets,delta_p,-0.1559709378937848
high,28,balanus_glandula,r_bar,1.3170410212650543
high,28,chthamalus_dalli,r_bar,6.4671164349080215
high,28,limpets,r_bar,-0.12418205283058326
high,28,balanus_glandula,delta_cp,-2.638210077220526
high,28,chthamalus_dalli,delta_cp,-3.0989526999989057
high,28,limpets,delta_cp,-0.015847772478339017
high,29,balanus_glandula,delta_0,1.7055084477353113
high,29,chthamalus_dalli,delta_0,3.4565396807729267
high,29,limpets,delta_0,0.04179288981230034
high,29,balanus_glandula,delta_c,0.9075044600756765
high,29,chthamalus_dalli,delta_c,3.434445571240371
high,29,limpets,delta_c,-0.012695088966093282
high,29,balanus_glandula,delta_p,1.2547549815265973
high,29,chthamalus_dalli,delta_p,2.601060096908717
high,29,limpets,delta_p,0.02355703924917152
high,29,balanus_glandula,r_bar,1.6596193062010245
high,29,chthamalus_dalli,r_bar,3.7149525067800373
high,29,limpets,r_bar,-0.16509825816290502
high,29,balanus_glandula,delta_cp,-2.20814858313656
high,29,chthamalus_dalli,delta_cp,-5.777092842141979
high,29,limpets,delta_cp,-0.2177530982582836
high,30,balanus_glandula,delta_0,1.7356357846207087
high,30,chthamalus_dalli,delta_0,3.5930140096549845
high,30,limpets,delta_0,0.043353564095848895
high,30,balanus_glandula,delta_c,3.531016533932658
high,30,chthamalus_dalli,delta_c,3.777393439581582
high,30,limpets,delta_c,-0.017522363291064824
high,30,balanus_glandula,delta_p,1.2350595087535805
high,30,chthamalus_dalli,delta_p,2.575239676057305
high,30,limpets,delta_p,0.019001972755636087
high,30,balanus_glandula,r_bar,0.618035334545304
high,30,chthamalus_dalli,r_bar,2.0094460008667205
high,30,limpets,r_bar,-0.054059863820060894
high,30,balanus_glandula,delta_cp,-5.8836764927616425
high,30,chthamalus_dalli,delta_cp,-7.93620112442715
high,30,limpets,delta_cp,-0.09889303738048105
high,31,balanus_glandula,delta_0,1.597062263822914
high,31,chthamalus_dalli,delta_0,3.273392105613367
high,31,limpets,delta_0,0.037720817728513545
high,31,balanus_glandula,delta_c,1.384044626690941
high,31,chthamalus_dalli,delta_c,7.638386174093798
high,31,limpets,delta_c,-0.0030144979431019348
high,31,balanus_glandula,delta_p,1.2584255575413272
high,31,chthamalus_dalli,delta_p,2.7062403708713614
high,31,limpets,delta_p,0.018822040767163983
high,31,balanus_glandula,r_bar,1.0480938462011968
high,31,chthamalus_dalli,r_bar,4.677451746758479
high,31,limpets,r_bar,-0.07256114795077684
high,31,balanus_glandula,delta_cp,-3.191438601853986
high,31,chthamalus_dalli,delta_cp,-8.940566903820047
high,31,limpets,delta_cp,-0.12608950850335243
high,32,balanus_glandula,delta_0,1.6205783850406381
high,32,chthamalus_dalli,delta_0,3.4905885683095113
high,32,limpets,delta_0,0.04091362473729532
high,32,balanus_glandula,delta_c,1.2239637341376546
high,32,chthamalus_dalli,delta_c,3.1091994861668577
high,32,limpets,delta_c,-0.021205974092185942
high,32,balanus_glandula,delta_p,1.180208326730978
high,32,chthamalus_dalli,delta_p,2.5540365233486737
high,32,limpets,delta_p,0.011892919334614449
high,32,balanus_glandula,r_bar,1.1890770941514692
high,32,chthamalus_dalli,r_bar,3.1691118928806823
high,32,limpets,r_bar,-0.02432669401737164
high,32,balanus_glandula,delta_cp,-2.8356733517578014
high,32,chthamalus_dalli,delta_cp,-5.984712684944359
high,32,limpets,delta_cp,-0.05592726399709547
high,33,balanus_glandula,delta_0,1.6151220827369077
high,33,chthamalus_dalli,delta_0,3.1477290844391135
high,33,limpets,delta_0,0.036443048182303595
high,33,balanus_glandula,delta_c,1.9795982749450796
high,33,chthamalus_dalli,delta_c,4.770373900009065
high,33,limpets,delta_c,-0.018390361515184805
high,33,balanus_glandula,delta_p,1.2733736308040349
high,33,chthamalus_dalli,delta_p,2.645358948252099
high,33,limpets,delta_p,0.016888250240143066
high,33,balanus_glandula,r_bar,2.164243838159634
high,33,chthamalus_dalli,r_bar,2.0887704127605558
high,33,limpets,r_bar,-0.0666922009607247
high,33,balanus_glandula,delta_cp,-2.703850150326388
high,33,chthamalus_dalli,delta_cp,-8.474691519939721
high,33,limpets,delta_cp,-0.10163313786798656
high,34,balanus_glandula,delta_0,1.3769661808149938
high,34,chthamalus_dalli,delta_0,2.7381121268871205
high,34,limpets,delta_0,0.025729787475850863
high,34,balanus_glandula,delta_c,0.5366830663330568
high,34,chthamalus_dalli,delta_c,1.6958154456475965
high,34,limpets,delta_c,0.003194266523101952
high,34,balanus_glandula,delta_p,1.249275202222592
high,34,chthamalus_dalli,delta_p,2.4203756736078725
high,34,limpets,delta_p,0.025727272421247283
high,34,balanus_glandula,r_bar,0.5786581085994771
high,34,chthamalus_dalli,r_bar,1.0184291290224055
high,34,limpets,r_bar,0.007356834453101424
high,34,balanus_glandula,delta_cp,-2.5842663407711655
high,34,chthamalus_dalli,delta_cp,-5.835874117120184
high,34,limpets,delta_cp,-0.04729449196709867
high,35,balanus_glandula,delta_0,1.4158647866658811
high,35,chthamalus_dalli,delta_0,2.960702033521244
high,35,limpets,delta_0,0.028118332175479432
high,35,balanus_glandula,delta_c,0.8118287379960558
high,35,chthamalus_dalli,delta_c,2.0117263447890177
high,35,limpets,delta_c,0.0244501507457342
high,35,balanus_glandula,delta_p,1.1447003152946973
high,35,chthamalus_dalli,delta_p,2.569823027604503
high,35,limpets,delta_p,0.010028991588049818
high,35,balanus_glandula,r_bar,1.7492094101189615
high,35,chthamalus_dalli,r_bar,2.474696575184797
high,35,limpets,r_bar,0.09095217491500351
high,35,balanus_glandula,delta_cp,-1.6231844298376727
high,35,chthamalus_dalli,delta_cp,-5.067554830729968
high,35,limpets,delta_cp,0.028354700405740063
high,36,balanus_glandula,delta_0,1.6326570962841056
high,36,chthamalus_dalli,delta_0,3.2433647431283448
high,36,limpets,delta_0,0.036739664368372615
high,36,balanus_glandula,delta_c,3.572372379640811
high,36,chthamalus_dalli,delta_c,5.314597000519166
high,36,limpets,delta_c,0.0012347530860024047
high,36,balanus_glandula,delta_p,1.4547137896442957
high,36,chthamalus_dalli,delta_p,2.3203536671121814
high,36,limpets,delta_p,0.02546305288459272
high,36,balanus_glandula,r_bar,0.962448793605434
high,36,chthamalus_dalli,r_bar,1.6187791715520092
high,36,limpets,r_bar,-0.06993501340441122
high,36,balanus_glandula,delta_cp,-5.697294471963779
high,36,chthamalus_dalli,delta_cp,-9.259536239207682
high,36,limpets,delta_cp,-0.13337248374337896
high,37,balanus_glandula,delta_0,1.5461891991284666
